"response_id","timestamp","term","probability","order","age_band","english_background","education_level","country_of_residence"
298,"2026-01-04T21:56:49.666435","Remote Chance",5,3,"","","",""
298,"2026-01-04T21:56:49.666435","Unlikely",20,2,"","","",""
298,"2026-01-04T21:56:49.666435","Very Good Chance",80,6,"","","",""
298,"2026-01-04T21:56:49.666435","Will Happen",100,5,"","","",""
300,"2026-01-04T21:57:25.539764","About Even",50,18,"","","",""
300,"2026-01-04T21:57:25.539764","Almost Certain",95,2,"","","",""
300,"2026-01-04T21:57:25.539764","Almost No Chance",1,11,"","","",""
300,"2026-01-04T21:57:25.539764","Better than Even",55,14,"","","",""
300,"2026-01-04T21:57:25.539764","Chances are Slight",15,7,"","","",""
300,"2026-01-04T21:57:25.539764","Could Happen",55,17,"","","",""
300,"2026-01-04T21:57:25.539764","Highly Likely",85,13,"","","",""
300,"2026-01-04T21:57:25.539764","Highly Unlikely",10,15,"","","",""
300,"2026-01-04T21:57:25.539764","Improbable",25,16,"","","",""
300,"2026-01-04T21:57:25.539764","Likely",80,6,"","","",""
300,"2026-01-04T21:57:25.539764","Little Chance",20,5,"","","",""
300,"2026-01-04T21:57:25.539764","May Happen",60,10,"","","",""
300,"2026-01-04T21:57:25.539764","Might Happen",40,19,"","","",""
300,"2026-01-04T21:57:25.539764","Probable",75,8,"","","",""
300,"2026-01-04T21:57:25.539764","Realistic Possibility",60,4,"","","",""
300,"2026-01-04T21:57:25.539764","Remote Chance",5,9,"","","",""
300,"2026-01-04T21:57:25.539764","Unlikely",10,1,"","","",""
300,"2026-01-04T21:57:25.539764","Very Good Chance",80,3,"","","",""
300,"2026-01-04T21:57:25.539764","Will Happen",100,12,"","","",""
301,"2026-01-04T21:58:01.843966","About Even",50,5,"","","",""
301,"2026-01-04T21:58:01.843966","Almost Certain",95,4,"","","",""
301,"2026-01-04T21:58:01.843966","Almost No Chance",1,18,"","","",""
301,"2026-01-04T21:58:01.843966","Better than Even",75,7,"","","",""
301,"2026-01-04T21:58:01.843966","Chances are Slight",5,10,"","","",""
301,"2026-01-04T21:58:01.843966","Could Happen",20,19,"","","",""
301,"2026-01-04T21:58:01.843966","Highly Likely",80,15,"","","",""
301,"2026-01-04T21:58:01.843966","Highly Unlikely",1,12,"","","",""
301,"2026-01-04T21:58:01.843966","Improbable",5,2,"","","",""
301,"2026-01-04T21:58:01.843966","Likely",80,11,"","","",""
301,"2026-01-04T21:58:01.843966","Little Chance",3,9,"","","",""
301,"2026-01-04T21:58:01.843966","May Happen",10,3,"","","",""
301,"2026-01-04T21:58:01.843966","Might Happen",30,17,"","","",""
301,"2026-01-04T21:58:01.843966","Probable",80,16,"","","",""
301,"2026-01-04T21:58:01.843966","Realistic Possibility",20,1,"","","",""
301,"2026-01-04T21:58:01.843966","Remote Chance",1,13,"","","",""
301,"2026-01-04T21:58:01.843966","Unlikely",5,6,"","","",""
301,"2026-01-04T21:58:01.843966","Very Good Chance",90,14,"","","",""
301,"2026-01-04T21:58:01.843966","Will Happen",99,8,"","","",""
304,"2026-01-04T21:58:35.917924","About Even",50,6,"","","",""
304,"2026-01-04T21:58:35.917924","Almost Certain",99,5,"","","",""
304,"2026-01-04T21:58:35.917924","Almost No Chance",3,19,"","","",""
304,"2026-01-04T21:58:35.917924","Better than Even",60,7,"","","",""
304,"2026-01-04T21:58:35.917924","Chances are Slight",10,13,"","","",""
304,"2026-01-04T21:58:35.917924","Could Happen",25,10,"","","",""
304,"2026-01-04T21:58:35.917924","Highly Likely",90,18,"","","",""
304,"2026-01-04T21:58:35.917924","Highly Unlikely",5,8,"","","",""
304,"2026-01-04T21:58:35.917924","Improbable",5,12,"","","",""
304,"2026-01-04T21:58:35.917924","Likely",80,16,"","","",""
304,"2026-01-04T21:58:35.917924","Little Chance",10,2,"","","",""
304,"2026-01-04T21:58:35.917924","May Happen",40,1,"","","",""
304,"2026-01-04T21:58:35.917924","Might Happen",45,14,"","","",""
304,"2026-01-04T21:58:35.917924","Probable",75,17,"","","",""
304,"2026-01-04T21:58:35.917924","Realistic Possibility",75,15,"","","",""
304,"2026-01-04T21:58:35.917924","Remote Chance",1,3,"","","",""
304,"2026-01-04T21:58:35.917924","Unlikely",15,11,"","","",""
304,"2026-01-04T21:58:35.917924","Very Good Chance",70,4,"","","",""
304,"2026-01-04T21:58:35.917924","Will Happen",100,9,"","","",""
306,"2026-01-04T22:01:38.530316","About Even",50,18,"","","",""
306,"2026-01-04T22:01:38.530316","Almost Certain",97,11,"","","",""
306,"2026-01-04T22:01:38.530316","Almost No Chance",3,17,"","","",""
306,"2026-01-04T22:01:38.530316","Better than Even",55,6,"","","",""
306,"2026-01-04T22:01:38.530316","Chances are Slight",5,12,"","","",""
306,"2026-01-04T22:01:38.530316","Could Happen",55,2,"","","",""
306,"2026-01-04T22:01:38.530316","Highly Likely",90,3,"","","",""
306,"2026-01-04T22:01:38.530316","Highly Unlikely",10,15,"","","",""
306,"2026-01-04T22:01:38.530316","Improbable",15,19,"","","",""
306,"2026-01-04T22:01:38.530316","Likely",60,7,"","","",""
306,"2026-01-04T22:01:38.530316","Little Chance",10,9,"","","",""
306,"2026-01-04T22:01:38.530316","May Happen",40,4,"","","",""
306,"2026-01-04T22:01:38.530316","Might Happen",30,5,"","","",""
306,"2026-01-04T22:01:38.530316","Probable",68,13,"","","",""
306,"2026-01-04T22:01:38.530316","Realistic Possibility",55,1,"","","",""
306,"2026-01-04T22:01:38.530316","Remote Chance",5,8,"","","",""
306,"2026-01-04T22:01:38.530316","Unlikely",25,10,"","","",""
306,"2026-01-04T22:01:38.530316","Very Good Chance",85,16,"","","",""
306,"2026-01-04T22:01:38.530316","Will Happen",100,14,"","","",""
316,"2026-01-04T22:09:40.930621","About Even",50,16,"","","",""
316,"2026-01-04T22:09:40.930621","Almost Certain",95,9,"","","",""
316,"2026-01-04T22:09:40.930621","Almost No Chance",2,11,"","","",""
316,"2026-01-04T22:09:40.930621","Better than Even",60,4,"","","",""
316,"2026-01-04T22:09:40.930621","Chances are Slight",10,7,"","","",""
316,"2026-01-04T22:09:40.930621","Could Happen",50,19,"","","",""
316,"2026-01-04T22:09:40.930621","Highly Likely",80,8,"","","",""
316,"2026-01-04T22:09:40.930621","Highly Unlikely",5,1,"","","",""
316,"2026-01-04T22:09:40.930621","Improbable",30,5,"","","",""
316,"2026-01-04T22:09:40.930621","Likely",70,12,"","","",""
316,"2026-01-04T22:09:40.930621","Little Chance",15,17,"","","",""
316,"2026-01-04T22:09:40.930621","May Happen",40,13,"","","",""
316,"2026-01-04T22:09:40.930621","Might Happen",50,6,"","","",""
316,"2026-01-04T22:09:40.930621","Probable",70,3,"","","",""
316,"2026-01-04T22:09:40.930621","Realistic Possibility",75,10,"","","",""
316,"2026-01-04T22:09:40.930621","Remote Chance",10,15,"","","",""
316,"2026-01-04T22:09:40.930621","Unlikely",20,2,"","","",""
316,"2026-01-04T22:09:40.930621","Very Good Chance",80,14,"","","",""
316,"2026-01-04T22:09:40.930621","Will Happen",100,18,"","","",""
325,"2026-01-04T22:15:49.853497","About Even",50,16,"","","",""
325,"2026-01-04T22:15:49.853497","Almost Certain",95,2,"","","",""
325,"2026-01-04T22:15:49.853497","Almost No Chance",5,15,"","","",""
325,"2026-01-04T22:15:49.853497","Better than Even",55,6,"","","",""
325,"2026-01-04T22:15:49.853497","Chances are Slight",5,8,"","","",""
325,"2026-01-04T22:15:49.853497","Could Happen",15,5,"","","",""
325,"2026-01-04T22:15:49.853497","Highly Likely",80,13,"","","",""
325,"2026-01-04T22:15:49.853497","Highly Unlikely",10,7,"","","",""
325,"2026-01-04T22:15:49.853497","Improbable",10,18,"","","",""
325,"2026-01-04T22:15:49.853497","Likely",65,1,"","","",""
325,"2026-01-04T22:15:49.853497","Little Chance",5,3,"","","",""
325,"2026-01-04T22:15:49.853497","May Happen",50,10,"","","",""
325,"2026-01-04T22:15:49.853497","Might Happen",25,4,"","","",""
325,"2026-01-04T22:15:49.853497","Probable",70,9,"","","",""
325,"2026-01-04T22:15:49.853497","Realistic Possibility",40,12,"","","",""
325,"2026-01-04T22:15:49.853497","Remote Chance",5,11,"","","",""
325,"2026-01-04T22:15:49.853497","Unlikely",10,19,"","","",""
325,"2026-01-04T22:15:49.853497","Very Good Chance",85,14,"","","",""
325,"2026-01-04T22:15:49.853497","Will Happen",100,17,"","","",""
329,"2026-01-04T22:18:39.897072","About Even",50,14,"","","",""
329,"2026-01-04T22:18:39.897072","Almost Certain",95,11,"","","",""
329,"2026-01-04T22:18:39.897072","Almost No Chance",2,4,"","","",""
329,"2026-01-04T22:18:39.897072","Better than Even",60,2,"","","",""
329,"2026-01-04T22:18:39.897072","Chances are Slight",10,13,"","","",""
329,"2026-01-04T22:18:39.897072","Could Happen",50,19,"","","",""
329,"2026-01-04T22:18:39.897072","Highly Likely",95,17,"","","",""
329,"2026-01-04T22:18:39.897072","Highly Unlikely",5,16,"","","",""
329,"2026-01-04T22:18:39.897072","Improbable",1,9,"","","",""
329,"2026-01-04T22:18:39.897072","Likely",90,7,"","","",""
329,"2026-01-04T22:18:39.897072","Little Chance",5,8,"","","",""
329,"2026-01-04T22:18:39.897072","May Happen",50,10,"","","",""
329,"2026-01-04T22:18:39.897072","Might Happen",25,6,"","","",""
329,"2026-01-04T22:18:39.897072","Probable",75,18,"","","",""
329,"2026-01-04T22:18:39.897072","Realistic Possibility",70,12,"","","",""
329,"2026-01-04T22:18:39.897072","Remote Chance",10,3,"","","",""
329,"2026-01-04T22:18:39.897072","Unlikely",10,15,"","","",""
329,"2026-01-04T22:18:39.897072","Very Good Chance",90,5,"","","",""
329,"2026-01-04T22:18:39.897072","Will Happen",100,1,"","","",""
335,"2026-01-04T22:22:43.513066","About Even",50,15,"","","",""
335,"2026-01-04T22:22:43.513066","Almost Certain",98,19,"","","",""
335,"2026-01-04T22:22:43.513066","Almost No Chance",1,6,"","","",""
335,"2026-01-04T22:22:43.513066","Better than Even",60,2,"","","",""
335,"2026-01-04T22:22:43.513066","Chances are Slight",3,8,"","","",""
335,"2026-01-04T22:22:43.513066","Could Happen",10,5,"","","",""
335,"2026-01-04T22:22:43.513066","Highly Likely",98,3,"","","",""
335,"2026-01-04T22:22:43.513066","Highly Unlikely",1,16,"","","",""
335,"2026-01-04T22:22:43.513066","Improbable",15,10,"","","",""
335,"2026-01-04T22:22:43.513066","Likely",75,9,"","","",""
335,"2026-01-04T22:22:43.513066","Little Chance",5,13,"","","",""
335,"2026-01-04T22:22:43.513066","May Happen",70,14,"","","",""
335,"2026-01-04T22:22:43.513066","Might Happen",55,17,"","","",""
335,"2026-01-04T22:22:43.513066","Probable",80,12,"","","",""
335,"2026-01-04T22:22:43.513066","Realistic Possibility",80,4,"","","",""
335,"2026-01-04T22:22:43.513066","Remote Chance",1,1,"","","",""
335,"2026-01-04T22:22:43.513066","Unlikely",5,7,"","","",""
335,"2026-01-04T22:22:43.513066","Very Good Chance",90,18,"","","",""
335,"2026-01-04T22:22:43.513066","Will Happen",100,11,"","","",""
337,"2026-01-04T22:23:34.399863","About Even",50,13,"","","",""
337,"2026-01-04T22:23:34.399863","Almost Certain",95,1,"","","",""
337,"2026-01-04T22:23:34.399863","Almost No Chance",5,9,"","","",""
337,"2026-01-04T22:23:34.399863","Better than Even",55,8,"","","",""
337,"2026-01-04T22:23:34.399863","Chances are Slight",10,3,"","","",""
337,"2026-01-04T22:23:34.399863","Could Happen",30,7,"","","",""
337,"2026-01-04T22:23:34.399863","Highly Likely",75,18,"","","",""
337,"2026-01-04T22:23:34.399863","Highly Unlikely",25,15,"","","",""
337,"2026-01-04T22:23:34.399863","Improbable",20,5,"","","",""
337,"2026-01-04T22:23:34.399863","Likely",75,14,"","","",""
337,"2026-01-04T22:23:34.399863","Little Chance",10,12,"","","",""
337,"2026-01-04T22:23:34.399863","May Happen",70,2,"","","",""
337,"2026-01-04T22:23:34.399863","Might Happen",65,17,"","","",""
337,"2026-01-04T22:23:34.399863","Probable",80,4,"","","",""
337,"2026-01-04T22:23:34.399863","Realistic Possibility",50,10,"","","",""
337,"2026-01-04T22:23:34.399863","Remote Chance",20,11,"","","",""
337,"2026-01-04T22:23:34.399863","Unlikely",25,19,"","","",""
337,"2026-01-04T22:23:34.399863","Very Good Chance",75,16,"","","",""
337,"2026-01-04T22:23:34.399863","Will Happen",99,6,"","","",""
345,"2026-01-04T22:30:40.793953","About Even",50,9,"","","",""
345,"2026-01-04T22:30:40.793953","Almost Certain",95,14,"","","",""
345,"2026-01-04T22:30:40.793953","Almost No Chance",1,11,"","","",""
345,"2026-01-04T22:30:40.793953","Better than Even",60,12,"","","",""
345,"2026-01-04T22:30:40.793953","Chances are Slight",5,4,"","","",""
345,"2026-01-04T22:30:40.793953","Could Happen",50,8,"","","",""
345,"2026-01-04T22:30:40.793953","Highly Likely",90,16,"","","",""
345,"2026-01-04T22:30:40.793953","Highly Unlikely",10,15,"","","",""
345,"2026-01-04T22:30:40.793953","Improbable",30,1,"","","",""
345,"2026-01-04T22:30:40.793953","Likely",80,17,"","","",""
345,"2026-01-04T22:30:40.793953","Little Chance",10,5,"","","",""
345,"2026-01-04T22:30:40.793953","May Happen",70,7,"","","",""
345,"2026-01-04T22:30:40.793953","Might Happen",70,6,"","","",""
345,"2026-01-04T22:30:40.793953","Probable",70,19,"","","",""
345,"2026-01-04T22:30:40.793953","Realistic Possibility",80,13,"","","",""
345,"2026-01-04T22:30:40.793953","Remote Chance",10,3,"","","",""
345,"2026-01-04T22:30:40.793953","Unlikely",20,18,"","","",""
345,"2026-01-04T22:30:40.793953","Very Good Chance",85,2,"","","",""
345,"2026-01-04T22:30:40.793953","Will Happen",100,10,"","","",""
351,"2026-01-04T22:32:26.218215","About Even",50,10,"","","",""
351,"2026-01-04T22:32:26.218215","Almost Certain",90,9,"","","",""
351,"2026-01-04T22:32:26.218215","Almost No Chance",1,14,"","","",""
351,"2026-01-04T22:32:26.218215","Better than Even",51,7,"","","",""
351,"2026-01-04T22:32:26.218215","Chances are Slight",5,3,"","","",""
351,"2026-01-04T22:32:26.218215","Could Happen",20,2,"","","",""
351,"2026-01-04T22:32:26.218215","Highly Likely",95,4,"","","",""
351,"2026-01-04T22:32:26.218215","Highly Unlikely",10,11,"","","",""
351,"2026-01-04T22:32:26.218215","Improbable",1,6,"","","",""
351,"2026-01-04T22:32:26.218215","Likely",60,16,"","","",""
351,"2026-01-04T22:32:26.218215","Little Chance",5,18,"","","",""
351,"2026-01-04T22:32:26.218215","May Happen",50,5,"","","",""
351,"2026-01-04T22:32:26.218215","Might Happen",30,12,"","","",""
351,"2026-01-04T22:32:26.218215","Probable",70,13,"","","",""
351,"2026-01-04T22:32:26.218215","Realistic Possibility",30,8,"","","",""
351,"2026-01-04T22:32:26.218215","Remote Chance",2,17,"","","",""
351,"2026-01-04T22:32:26.218215","Unlikely",10,19,"","","",""
351,"2026-01-04T22:32:26.218215","Very Good Chance",80,1,"","","",""
351,"2026-01-04T22:32:26.218215","Will Happen",100,15,"","","",""
352,"2026-01-04T22:32:46.981264","About Even",50,16,"","","",""
352,"2026-01-04T22:32:46.981264","Almost Certain",90,5,"","","",""
352,"2026-01-04T22:32:46.981264","Almost No Chance",1,8,"","","",""
352,"2026-01-04T22:32:46.981264","Better than Even",75,1,"","","",""
352,"2026-01-04T22:32:46.981264","Chances are Slight",10,7,"","","",""
352,"2026-01-04T22:32:46.981264","Could Happen",65,18,"","","",""
352,"2026-01-04T22:32:46.981264","Highly Likely",98,10,"","","",""
352,"2026-01-04T22:32:46.981264","Highly Unlikely",1,9,"","","",""
352,"2026-01-04T22:32:46.981264","Improbable",15,15,"","","",""
352,"2026-01-04T22:32:46.981264","Likely",70,12,"","","",""
352,"2026-01-04T22:32:46.981264","Little Chance",10,2,"","","",""
352,"2026-01-04T22:32:46.981264","May Happen",60,13,"","","",""
352,"2026-01-04T22:32:46.981264","Might Happen",60,4,"","","",""
352,"2026-01-04T22:32:46.981264","Probable",75,19,"","","",""
352,"2026-01-04T22:32:46.981264","Realistic Possibility",75,14,"","","",""
352,"2026-01-04T22:32:46.981264","Remote Chance",4,11,"","","",""
352,"2026-01-04T22:32:46.981264","Unlikely",1,3,"","","",""
352,"2026-01-04T22:32:46.981264","Very Good Chance",75,6,"","","",""
352,"2026-01-04T22:32:46.981264","Will Happen",80,17,"","","",""
355,"2026-01-04T22:33:30.287050","About Even",50,9,"","","",""
355,"2026-01-04T22:33:30.287050","Almost Certain",95,18,"","","",""
355,"2026-01-04T22:33:30.287050","Almost No Chance",1,4,"","","",""
355,"2026-01-04T22:33:30.287050","Better than Even",55,15,"","","",""
355,"2026-01-04T22:33:30.287050","Chances are Slight",20,3,"","","",""
355,"2026-01-04T22:33:30.287050","Could Happen",50,19,"","","",""
355,"2026-01-04T22:33:30.287050","Highly Likely",90,10,"","","",""
355,"2026-01-04T22:33:30.287050","Highly Unlikely",5,7,"","","",""
355,"2026-01-04T22:33:30.287050","Improbable",25,13,"","","",""
355,"2026-01-04T22:33:30.287050","Likely",75,6,"","","",""
355,"2026-01-04T22:33:30.287050","Little Chance",5,5,"","","",""
355,"2026-01-04T22:33:30.287050","May Happen",45,16,"","","",""
355,"2026-01-04T22:33:30.287050","Might Happen",40,2,"","","",""
355,"2026-01-04T22:33:30.287050","Probable",75,12,"","","",""
355,"2026-01-04T22:33:30.287050","Realistic Possibility",65,8,"","","",""
355,"2026-01-04T22:33:30.287050","Remote Chance",10,11,"","","",""
355,"2026-01-04T22:33:30.287050","Unlikely",10,1,"","","",""
355,"2026-01-04T22:33:30.287050","Very Good Chance",80,17,"","","",""
355,"2026-01-04T22:33:30.287050","Will Happen",99,14,"","","",""
363,"2026-01-04T22:42:04.921813","About Even",50,16,"","","",""
363,"2026-01-04T22:42:04.921813","Almost Certain",99,17,"","","",""
363,"2026-01-04T22:42:04.921813","Almost No Chance",1,4,"","","",""
363,"2026-01-04T22:42:04.921813","Better than Even",51,13,"","","",""
363,"2026-01-04T22:42:04.921813","Chances are Slight",10,15,"","","",""
363,"2026-01-04T22:42:04.921813","Could Happen",30,6,"","","",""
363,"2026-01-04T22:42:04.921813","Highly Likely",85,12,"","","",""
363,"2026-01-04T22:42:04.921813","Highly Unlikely",10,19,"","","",""
363,"2026-01-04T22:42:04.921813","Improbable",1,9,"","","",""
363,"2026-01-04T22:42:04.921813","Likely",60,8,"","","",""
363,"2026-01-04T22:42:04.921813","Little Chance",5,11,"","","",""
363,"2026-01-04T22:42:04.921813","May Happen",20,14,"","","",""
363,"2026-01-04T22:42:04.921813","Might Happen",30,10,"","","",""
363,"2026-01-04T22:42:04.921813","Probable",75,18,"","","",""
363,"2026-01-04T22:42:04.921813","Realistic Possibility",60,5,"","","",""
363,"2026-01-04T22:42:04.921813","Remote Chance",5,7,"","","",""
363,"2026-01-04T22:42:04.921813","Unlikely",10,3,"","","",""
363,"2026-01-04T22:42:04.921813","Very Good Chance",75,2,"","","",""
363,"2026-01-04T22:42:04.921813","Will Happen",100,1,"","","",""
373,"2026-01-04T22:53:24.912421","About Even",50,18,"","","",""
373,"2026-01-04T22:53:24.912421","Almost Certain",99,2,"","","",""
373,"2026-01-04T22:53:24.912421","Almost No Chance",1,8,"","","",""
373,"2026-01-04T22:53:24.912421","Better than Even",51,10,"","","",""
373,"2026-01-04T22:53:24.912421","Chances are Slight",5,17,"","","",""
373,"2026-01-04T22:53:24.912421","Could Happen",1,16,"","","",""
373,"2026-01-04T22:53:24.912421","Highly Likely",90,11,"","","",""
373,"2026-01-04T22:53:24.912421","Highly Unlikely",2,1,"","","",""
373,"2026-01-04T22:53:24.912421","Improbable",5,14,"","","",""
373,"2026-01-04T22:53:24.912421","Likely",55,3,"","","",""
373,"2026-01-04T22:53:24.912421","Little Chance",5,4,"","","",""
373,"2026-01-04T22:53:24.912421","May Happen",5,19,"","","",""
373,"2026-01-04T22:53:24.912421","Might Happen",1,9,"","","",""
373,"2026-01-04T22:53:24.912421","Probable",51,12,"","","",""
373,"2026-01-04T22:53:24.912421","Realistic Possibility",1,6,"","","",""
373,"2026-01-04T22:53:24.912421","Remote Chance",2,7,"","","",""
373,"2026-01-04T22:53:24.912421","Unlikely",20,15,"","","",""
373,"2026-01-04T22:53:24.912421","Very Good Chance",70,13,"","","",""
373,"2026-01-04T22:53:24.912421","Will Happen",100,5,"","","",""
378,"2026-01-04T23:01:42.680533","About Even",50,11,"","","",""
378,"2026-01-04T23:01:42.680533","Almost Certain",95,6,"","","",""
378,"2026-01-04T23:01:42.680533","Almost No Chance",5,15,"","","",""
378,"2026-01-04T23:01:42.680533","Better than Even",55,18,"","","",""
378,"2026-01-04T23:01:42.680533","Chances are Slight",15,14,"","","",""
378,"2026-01-04T23:01:42.680533","Could Happen",50,7,"","","",""
378,"2026-01-04T23:01:42.680533","Highly Likely",90,5,"","","",""
378,"2026-01-04T23:01:42.680533","Highly Unlikely",5,2,"","","",""
378,"2026-01-04T23:01:42.680533","Improbable",3,17,"","","",""
378,"2026-01-04T23:01:42.680533","Likely",80,16,"","","",""
378,"2026-01-04T23:01:42.680533","Little Chance",10,12,"","","",""
378,"2026-01-04T23:01:42.680533","May Happen",40,3,"","","",""
378,"2026-01-04T23:01:42.680533","Might Happen",50,9,"","","",""
378,"2026-01-04T23:01:42.680533","Probable",60,8,"","","",""
378,"2026-01-04T23:01:42.680533","Realistic Possibility",75,19,"","","",""
378,"2026-01-04T23:01:42.680533","Remote Chance",10,4,"","","",""
378,"2026-01-04T23:01:42.680533","Unlikely",15,1,"","","",""
378,"2026-01-04T23:01:42.680533","Very Good Chance",75,10,"","","",""
378,"2026-01-04T23:01:42.680533","Will Happen",100,13,"","","",""
379,"2026-01-04T23:03:54.096607","About Even",50,19,"","","",""
379,"2026-01-04T23:03:54.096607","Almost Certain",97,3,"","","",""
379,"2026-01-04T23:03:54.096607","Almost No Chance",5,18,"","","",""
379,"2026-01-04T23:03:54.096607","Better than Even",55,1,"","","",""
379,"2026-01-04T23:03:54.096607","Chances are Slight",5,10,"","","",""
379,"2026-01-04T23:03:54.096607","Could Happen",30,4,"","","",""
379,"2026-01-04T23:03:54.096607","Highly Likely",85,2,"","","",""
379,"2026-01-04T23:03:54.096607","Highly Unlikely",10,17,"","","",""
379,"2026-01-04T23:03:54.096607","Improbable",10,9,"","","",""
379,"2026-01-04T23:03:54.096607","Likely",65,13,"","","",""
379,"2026-01-04T23:03:54.096607","Little Chance",20,12,"","","",""
379,"2026-01-04T23:03:54.096607","May Happen",20,8,"","","",""
379,"2026-01-04T23:03:54.096607","Might Happen",30,5,"","","",""
379,"2026-01-04T23:03:54.096607","Probable",65,6,"","","",""
379,"2026-01-04T23:03:54.096607","Realistic Possibility",40,14,"","","",""
379,"2026-01-04T23:03:54.096607","Remote Chance",15,15,"","","",""
379,"2026-01-04T23:03:54.096607","Unlikely",35,16,"","","",""
379,"2026-01-04T23:03:54.096607","Very Good Chance",80,7,"","","",""
379,"2026-01-04T23:03:54.096607","Will Happen",100,11,"","","",""
382,"2026-01-04T23:12:31.535309","About Even",50,14,"","","",""
382,"2026-01-04T23:12:31.535309","Almost Certain",99,18,"","","",""
382,"2026-01-04T23:12:31.535309","Almost No Chance",1,19,"","","",""
382,"2026-01-04T23:12:31.535309","Better than Even",55,17,"","","",""
382,"2026-01-04T23:12:31.535309","Chances are Slight",15,7,"","","",""
382,"2026-01-04T23:12:31.535309","Could Happen",60,13,"","","",""
382,"2026-01-04T23:12:31.535309","Highly Likely",90,5,"","","",""
382,"2026-01-04T23:12:31.535309","Highly Unlikely",1,16,"","","",""
382,"2026-01-04T23:12:31.535309","Improbable",10,4,"","","",""
382,"2026-01-04T23:12:31.535309","Likely",60,9,"","","",""
382,"2026-01-04T23:12:31.535309","Little Chance",5,1,"","","",""
382,"2026-01-04T23:12:31.535309","May Happen",40,10,"","","",""
382,"2026-01-04T23:12:31.535309","Might Happen",30,6,"","","",""
382,"2026-01-04T23:12:31.535309","Probable",75,12,"","","",""
382,"2026-01-04T23:12:31.535309","Realistic Possibility",40,8,"","","",""
382,"2026-01-04T23:12:31.535309","Remote Chance",2,15,"","","",""
382,"2026-01-04T23:12:31.535309","Unlikely",20,11,"","","",""
382,"2026-01-04T23:12:31.535309","Very Good Chance",75,2,"","","",""
382,"2026-01-04T23:12:31.535309","Will Happen",100,3,"","","",""
385,"2026-01-04T23:16:40.903472","About Even",50,3,"","","",""
385,"2026-01-04T23:16:40.903472","Almost Certain",95,11,"","","",""
385,"2026-01-04T23:16:40.903472","Almost No Chance",3,1,"","","",""
385,"2026-01-04T23:16:40.903472","Better than Even",60,13,"","","",""
385,"2026-01-04T23:16:40.903472","Chances are Slight",20,5,"","","",""
385,"2026-01-04T23:16:40.903472","Could Happen",4,9,"","","",""
385,"2026-01-04T23:16:40.903472","Highly Likely",95,16,"","","",""
385,"2026-01-04T23:16:40.903472","Highly Unlikely",2,17,"","","",""
385,"2026-01-04T23:16:40.903472","Improbable",8,18,"","","",""
385,"2026-01-04T23:16:40.903472","Likely",60,10,"","","",""
385,"2026-01-04T23:16:40.903472","Little Chance",6,7,"","","",""
385,"2026-01-04T23:16:40.903472","May Happen",11,8,"","","",""
385,"2026-01-04T23:16:40.903472","Might Happen",10,2,"","","",""
385,"2026-01-04T23:16:40.903472","Probable",30,14,"","","",""
385,"2026-01-04T23:16:40.903472","Realistic Possibility",25,12,"","","",""
385,"2026-01-04T23:16:40.903472","Remote Chance",12,6,"","","",""
385,"2026-01-04T23:16:40.903472","Unlikely",15,4,"","","",""
385,"2026-01-04T23:16:40.903472","Very Good Chance",65,19,"","","",""
385,"2026-01-04T23:16:40.903472","Will Happen",100,15,"","","",""
387,"2026-01-04T23:20:14.293769","About Even",50,5,"","","",""
387,"2026-01-04T23:20:14.293769","Almost Certain",95,15,"","","",""
387,"2026-01-04T23:20:14.293769","Almost No Chance",1,12,"","","",""
387,"2026-01-04T23:20:14.293769","Better than Even",55,7,"","","",""
387,"2026-01-04T23:20:14.293769","Chances are Slight",5,17,"","","",""
387,"2026-01-04T23:20:14.293769","Could Happen",20,9,"","","",""
387,"2026-01-04T23:20:14.293769","Highly Likely",90,4,"","","",""
387,"2026-01-04T23:20:14.293769","Highly Unlikely",5,18,"","","",""
387,"2026-01-04T23:20:14.293769","Improbable",5,2,"","","",""
387,"2026-01-04T23:20:14.293769","Likely",75,11,"","","",""
387,"2026-01-04T23:20:14.293769","Little Chance",5,14,"","","",""
387,"2026-01-04T23:20:14.293769","May Happen",35,16,"","","",""
387,"2026-01-04T23:20:14.293769","Might Happen",40,10,"","","",""
387,"2026-01-04T23:20:14.293769","Probable",80,3,"","","",""
387,"2026-01-04T23:20:14.293769","Realistic Possibility",65,13,"","","",""
387,"2026-01-04T23:20:14.293769","Remote Chance",1,1,"","","",""
387,"2026-01-04T23:20:14.293769","Unlikely",40,8,"","","",""
387,"2026-01-04T23:20:14.293769","Very Good Chance",75,6,"","","",""
387,"2026-01-04T23:20:14.293769","Will Happen",100,19,"","","",""
388,"2026-01-04T23:24:18.122462","About Even",50,15,"","","",""
388,"2026-01-04T23:24:18.122462","Almost Certain",98,10,"","","",""
388,"2026-01-04T23:24:18.122462","Almost No Chance",5,17,"","","",""
388,"2026-01-04T23:24:18.122462","Better than Even",60,4,"","","",""
388,"2026-01-04T23:24:18.122462","Chances are Slight",15,9,"","","",""
388,"2026-01-04T23:24:18.122462","Could Happen",65,13,"","","",""
388,"2026-01-04T23:24:18.122462","Highly Likely",96,1,"","","",""
388,"2026-01-04T23:24:18.122462","Highly Unlikely",5,19,"","","",""
388,"2026-01-04T23:24:18.122462","Improbable",10,2,"","","",""
388,"2026-01-04T23:24:18.122462","Likely",65,12,"","","",""
